ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
546,BMW,X1 sDrive20d xLine,200000,2019,25000,Diesel,Automatic,White,1995 cc
547,BMW,X1 sDrive20d xLine,200000,2022,17000,Diesel,Automatic,White,1995 cc
548,Honda,City 1.5 S MT,140000,2013,61000,Petrol,Manual,Maroon,1497 cc
549,BMW,5-Series 520d Luxury Line [2017-2019],140000,2015,69000,Diesel,Automatic,Silver,1995 cc
550,Mercedes-Benz,GL-Class 350 CDI,140000,2015,77000,Diesel,Automatic,Black,2987 cc
551,Tata,Nexon XT Diesel [2017-2019],140000,2018,82200,Diesel,Manual,Grey,1497 cc
552,Honda,City V,140000,2018,28000,Petrol,Manual,Silver,1497 cc
553,Mahindra,Scorpio VLX 4WD BS-III,80000,2011,117000,Diesel,Manual,White,2179 cc
554,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,200000,2021,7900,Diesel,Automatic,Black,1996 cc
555,Maruti Suzuki,Swift DZire VXi,80000,2010,72000,Petrol,Manual,Silver,1298 cc
556,Audi,Q3 2.0 TDI quattro Premium Plus,140000,2015,79000,Diesel,Automatic,Blue,1968 cc
557,Maruti Suzuki,Alto VXi,140000,2013,72600,Petrol,Manual,White,998 cc
558,Datsun,Redigo S 1.0 AMT [2018-2019],140000,2018,42313,Petrol,Automatic,Grey,999 cc
559,BMW,X3 xDrive 20d Luxury Line [2018-2020],200000,2021,18000,Diesel,Automatic,White,1995 cc
560,Maruti Suzuki,Vitara Brezza ZDi Plus,200000,2019,90000,Diesel,Manual,White,1248 cc
561,Maruti Suzuki,Alto LXi BS-III,80000,2010,18500,Petrol,Manual,Gold,796 cc
562,Maruti Suzuki,DZire VDi,140000,2017,36000,Diesel,Manual,Blue,1248 cc
563,Hyundai,Venue SX Plus 1.0 Turbo DCT,200000,2020,26200,Petrol,Automatic,White,998 cc
564,Maruti Suzuki,Swift LXi Special Edition,200000,2019,11000,Petrol,Manual,Silver,1197 cc
565,Maruti Suzuki,Swift VXi,200000,2021,14366,Petrol,Manual,Others,1197 cc
566,Tata,Grande GX,80000,2011,98000,Diesel,Manual,Silver,2179 cc
567,Mahindra,TUV300 T8,140000,2017,65000,Diesel,Manual,Red,1493 cc
568,Toyota,Innova 2.5 G 7 STR BS-IV,140000,2014,126000,Diesel,Manual,Silver,2494 cc
569,Audi,Q3 35 TDI Premium + Sunroof,140000,2015,71700,Diesel,Automatic,White,1968 cc
570,Mahindra,XUV500 W6,140000,2016,114000,Diesel,Manual,White,2179 cc
571,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],140000,2016,58339,Diesel,Manual,Grey,1396 cc
572,Volkswagen,Vento Highline Petrol AT,80000,2011,50667,Petrol,Automatic,White,No_info
573,Maruti Suzuki,DZire VDi AMT,200000,2019,72040,Diesel,Automatic,Silver,1248 cc
574,BMW,3-Series 330i M Sport Edition,200000,2019,6000,Petrol,Automatic,White,1998 cc
575,Kia,Sonet GTX Plus 1.0 iMT [2020-2021],200000,2022,6200,Petrol,Manual,Red,998 cc
576,Mercedes-Benz,S-Class 500L,140000,2012,44000,Petrol,Automatic,Silver,5461 cc
577,Skoda,Superb L&K TSI AT,200000,2021,6900,Petrol,Automatic,Brown,1798 cc
578,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],200000,2022,2500,Petrol,Automatic,Grey,1991 cc
579,Volkswagen,Polo GT TSI,140000,2016,68000,Petrol,Automatic,White,1197 cc
580,Maruti Suzuki,Vitara Brezza VDi,140000,2018,36000,Diesel,Manual,White,1248 cc
581,Hyundai,Santro Sportz,200000,2021,19000,Petrol,Manual,White,1086 cc
582,Mercedes-Benz,E-Class E 220 d Avantgarde,200000,2019,10000,Diesel,Automatic,White,1950 cc
583,Land Rover,Range Rover 3.0 V6 Diesel Vogue,200000,2019,35000,Diesel,Automatic,Blue,2993 cc
584,MINI,Cooper D 3 Door,200000,2019,6400,Diesel,Automatic,Red,1496 cc
585,Ford,Endeavour Titanium Plus 3.2 4x4 AT,200000,2019,34000,Diesel,Automatic,White,3198 cc
586,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,140000,2016,35000,Diesel,Automatic,Grey,1461 cc
587,Maruti Suzuki,Vitara Brezza VDi AGS,200000,2019,46000,Diesel,Automatic,White,1248 cc
588,Skoda,Rapid Ambition 1.6 TDI CR MT,140000,2016,83000,Diesel,Manual,White,1598 cc
589,Ford,Ecosport Trend 1.5 TDCi,140000,2013,54000,Diesel,Manual,Orange,1498 cc
590,Kia,Seltos HTX 1.5 [2020-2021],200000,2020,42000,Petrol,Manual,Black,1497 cc
591,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],200000,2020,41441,Petrol,Manual,Silver,1196 cc
592,Maruti Suzuki,Vitara Brezza VDi,140000,2018,48174,Diesel,Manual,White,1248 cc
593,Ford,Ecosport Ambiente 1.5L TDCi,140000,2016,62591,Diesel,Manual,Silver,1498 cc
594,Honda,Jazz V AT Petrol,140000,2017,48650,Petrol,Automatic,Brown,1199 cc
595,Maruti Suzuki,S-Cross Alpha 1.3,140000,2017,52245,Diesel,Manual,Brown,1248 cc
596,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],200000,2021,7500,Petrol,Automatic,Black,1991 cc
597,Hyundai,Elite i20 Sportz 1.4 CRDI,140000,2017,65000,Diesel,Manual,White,1396 cc
598,Maruti Suzuki,Wagon R VXI,140000,2015,43297,Petrol,Manual,Red,998 cc
599,Maruti Suzuki,Swift VXi [2014-2017],200000,2019,44710,Petrol,Manual,White,1197 cc
600,Renault,Fluence 1.5 E4,140000,2013,62000,Diesel,Manual,Silver,1461 cc
601,Audi,A4 35 TDI Technology,140000,2017,59267,Diesel,Automatic,Silver,1968 cc
602,Maruti Suzuki,Swift VXi,80000,2011,69000,Petrol,Manual,Silver,1197 cc
603,Maruti Suzuki,Swift DZire VXI,140000,2017,75000,Petrol,Manual,White,1197 cc
604,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,200000,2020,52236,Petrol,Manual,Silver,1197 cc
605,Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,200000,2020,47000,Diesel,Automatic,White,No_info
606,Audi,A3 35 TDI Premium + Sunroof,200000,2019,15530,Diesel,Automatic,White,1968 cc
607,Maruti Suzuki,Swift DZire VDI,140000,2014,64000,Diesel,Manual,White,1248 cc
608,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,200000,2020,35000,Petrol,Automatic,Silver,1197 cc
609,Toyota,Fortuner 2.8 4x2 MT [2016-2020],200000,2019,92000,Diesel,Manual,Black,2755 cc
610,Audi,A4 30 TFSI Technology Pack,140000,2018,18000,Petrol,Automatic,White,1395 cc
611,Honda,Jazz V Petrol,140000,2016,50000,Petrol,Manual,Red,1199 cc
612,Mercedes-Benz,GLC 200 Progressive,200000,2022,2000,Petrol,Automatic,White,1991 cc
613,Audi,A4 2.0 TDI Sline,140000,2013,72000,Diesel,Automatic,Black,No_info
614,Mercedes-Benz,GLE 250 d,140000,2016,16000,Diesel,Automatic,White,2143 cc
615,Mercedes-Benz,GL-Class 350 CDI,140000,2015,103890,Diesel,Automatic,Black,2987 cc
616,Maruti Suzuki,Celerio ZXi [2017-2019],140000,2018,71000,Petrol,Manual,White,998 cc
617,Mahindra,Thar LX 4-STR Hard Top Diesel MT,200000,2021,12000,Diesel,Manual,Red,2184 cc
618,Toyota,Fortuner 2.8 4x2 AT [2016-2020],140000,2016,93000,Diesel,Automatic,White,2755 cc
619,Hyundai,Eon Magna [2011-2012],140000,2013,63000,Petrol,Manual,White,814 cc
620,Maruti Suzuki,Swift VXi [2014-2017],200000,2020,10000,Petrol,Manual,White,1197 cc
621,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],200000,2020,33828,Diesel,Automatic,White,1493 cc
622,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],200000,2019,48000,CNG,Manual,Silver,998 cc
623,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],140000,2017,71000,Diesel,Manual,Red,1248 cc
624,Mahindra,XUV700 AX 7 Diesel AT 7 STR,200000,2022,18000,Diesel,Automatic,White,2184 cc
625,Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],200000,2019,50000,CNG,Manual,Grey,998 cc
626,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],140000,2015,48000,Petrol,Manual,Silver,1197 cc
627,Hyundai,Elite i20 Sportz 1.2 IVT,200000,2022,4000,Petrol,Automatic,White,1197 cc
628,Honda,City 1.5 V MT,80000,2010,73000,Petrol,Manual,Silver,1497 cc
629,Toyota,Fortuner 4x2 AT,140000,2013,170669,Diesel,Automatic,White,2982 cc
630,Hyundai,Verna Fluidic 1.6 CRDi,140000,2014,68000,Diesel,Manual,White,1582 cc
631,BMW,5-Series 520d Luxury Line,140000,2015,70000,Diesel,Automatic,Blue,1995 cc
632,Hyundai,i20 Active 1.2 S,140000,2015,57654,Petrol,Manual,White,1197 cc
633,Maruti Suzuki,Alto VXi (O),200000,2019,22000,Petrol,Manual,White,998 cc
634,Volkswagen,Vento Trendline Diesel,140000,2012,80000,Diesel,Manual,White,No_info
635,Maruti Suzuki,XL6 Zeta MT Petrol,200000,2019,41792,Petrol,Manual,Blue,1462 cc
636,BMW,X1 sDrive20d Expedition,140000,2017,41000,Diesel,Automatic,Blue,1995 cc
637,Mercedes-Benz,GL-Class 350 CDI,140000,2013,107021,Diesel,Automatic,White,2987 cc
638,Kia,Seltos GTX Plus 1.4 [2020-2021],200000,2019,17000,Petrol,Manual,White,1353 cc
639,Maruti Suzuki,Alto VXi AMT,200000,2019,57993,Petrol,Automatic,White,998 cc
640,Tata,Tigor EV XZ Plus,200000,2021,18000,Electric,Automatic,Grey,No_info
641,Maruti Suzuki,Baleno Delta 1.2,140000,2018,32000,Petrol,Manual,Silver,1197 cc
642,Toyota,Corolla Altis VL AT Petrol,140000,2018,25914,Petrol,Automatic,Brown,1798 cc
643,Jaguar,XF 3.0 V6 Premium Luxury,140000,2014,49235,Diesel,Automatic,Purple,No_info
644,Audi,Q7 Technology 55 TFSI,200000,2022,4500,Petrol,Automatic,Black,2995 cc
645,Maruti Suzuki,Alto VXi,140000,2014,114000,Petrol,Manual,White,998 cc
646,Mahindra,XUV500 W10 AT,140000,2016,105000,Diesel,Automatic,Grey,2179 cc
647,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],140000,2016,45000,Diesel,Manual,Red,1248 cc
648,Maruti Suzuki,Swift DZire VXI,140000,2014,30183,Petrol,Manual,Grey,1197 cc
649,Volkswagen,Polo Comfortline 1.2L (D),140000,2012,78000,Diesel,Manual,Grey,No_info
650,Maruti Suzuki,Wagon R VXI,140000,2016,73190,Petrol,Manual,Grey,998 cc
651,BMW,X1 sDrive20i xLine,200000,2022,13120,Petrol,Automatic,White,1998 cc
652,Hyundai,Elantra 1.8 SX MT,140000,2014,64000,Petrol,Manual,White,1797 cc
653,Honda,City E Diesel,140000,2014,140000,Diesel,Manual,White,1498 cc
654,Maruti Suzuki,Ciaz VXi,140000,2015,39000,Petrol,Manual,White,1373 cc
655,Nissan,Micra XV CVT [2016-2017],140000,2014,56918,Petrol,Automatic,Blue,1198 cc
656,Maruti Suzuki,DZire VDi AMT,140000,2018,55000,Diesel,Automatic,Grey,1248 cc
657,Hyundai,Venue SX 1.4 CRDi,200000,2019,42000,Diesel,Manual,Silver,1396 cc
658,Volkswagen,Tiguan AllSpace 2.0 TSI,200000,2021,25000,Petrol,Automatic,Silver,1984 cc
659,Toyota,Innova 2.4 VX 8 STR [2016-2020],200000,2019,28000,Diesel,Manual,Maroon,2393 cc
660,Mercedes-Benz,GLA 200 d Sport,140000,2018,43000,Diesel,Automatic,Grey,2143 cc
661,Maruti Suzuki,Baleno Delta 1.2,200000,2021,16000,Petrol,Manual,Grey,1197 cc
662,Hyundai,Creta SX 1.6 AT CRDi,200000,2019,27657,Diesel,Automatic,Grey,1582 cc
663,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],140000,2012,30000,Petrol,Manual,White,998 cc
664,Honda,City 1.5 V MT,140000,2012,111000,Petrol,Manual,Red,1497 cc
665,Mercedes-Benz,A-Class A 200d,140000,2016,37600,Diesel,Automatic,Red,2143 cc
666,Maruti Suzuki,Baleno Alpha 1.3,140000,2017,48000,Diesel,Manual,Blue,1248 cc
667,Hyundai,Creta EX 1.4 CRDi,200000,2019,37000,Diesel,Manual,Blue,1396 cc
668,Mercedes-Benz,S-Class S 350 CDI,140000,2015,54000,Diesel,Automatic,White,2987 cc
669,Audi,A6 35 TDI Matrix,140000,2017,81802,Diesel,Automatic,Blue,1968 cc
670,Hyundai,Verna SX Plus 1.6 CRDi AT,140000,2018,45915,Diesel,Automatic,Black,1582 cc
671,Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,200000,2021,24000,Petrol,Automatic,Grey,1999 cc
672,Honda,Amaze 1.2 V CVT Petrol [2018-2020],200000,2019,22224,Petrol,Automatic,Grey,1199 cc
673,Maruti Suzuki,Ertiga VXI CNG,200000,2021,38000,CNG,Manual,White,1373 cc
674,Honda,Amaze 1.2 S MT Petrol [2018-2020],140000,2018,53848,Petrol,Manual,Maroon,1199 cc
675,BMW,3-Series 320d Luxury Line,140000,2013,104264,Diesel,Automatic,Red,1995 cc
676,Mercedes-Benz,E-Class E 200,140000,2016,61159,Petrol,Automatic,Black,1991 cc
677,Honda,City VX (O) MT,140000,2015,72000,Petrol,Manual,Brown,1497 cc
678,Land Rover,Evoque SE,140000,2016,29000,Diesel,Automatic,Blue,2179 cc
679,Honda,WR-V VX MT Petrol,140000,2018,42000,Petrol,Manual,Maroon,1199 cc
680,Audi,Q5 2.0 TDI quattro Premium Plus,140000,2012,40000,Diesel,Automatic,Black,1968 cc
681,Mahindra,XUV300 1.5 W6 [2019-2020],200000,2020,57400,Diesel,Manual,White,1497 cc
682,Jaguar,XF Prestige Diesel CBU,200000,2019,13500,Diesel,Automatic,Silver,1999 cc
683,Mercedes-Benz,C-Class C200 Progressive,200000,2021,12400,Petrol,Automatic,Blue,1991 cc
684,Jeep,Compass Model S (O) Diesel 4x4 AT,200000,2021,38000,Diesel,Automatic,White,1956 cc
685,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],200000,2019,7000,Petrol,Automatic,Red,1451 cc
686,Toyota,Fortuner 3.0 4x4 MT,140000,2012,121000,Diesel,Manual,Gold,2982 cc
687,Toyota,Etios Liva GD,140000,2015,76000,Diesel,Manual,White,1364 cc
688,Mahindra,XUV500 W10,140000,2018,50000,Diesel,Manual,Maroon,2179 cc
689,Hyundai,i10 Asta 1.2 AT with Sunroof,140000,2013,46721,Petrol,Automatic,Silver,1197 cc
690,Mahindra,XUV500 W10 AT,140000,2017,41470,Diesel,Automatic,Black,2179 cc
691,Mahindra,Scorpio VLX 2WD Airbag BS-IV,140000,2013,170000,Diesel,Manual,White,2179 cc
692,Land Rover,Range Rover Sport SDV6 HSE,140000,2014,80000,Diesel,Automatic,White,2993 cc
693,Honda,City ZX CVT Petrol [2017-2019],140000,2018,6000,Petrol,Automatic,Silver,1497 cc
694,Audi,A4 1.8 TFSI Multitronic Premium Plus,200000,2021,17000,Petrol,Automatic,White,1798 cc
695,Honda,Brio S MT,140000,2014,31000,Petrol,Manual,White,1198 cc
696,Chevrolet,Cruze LTZ AT,140000,2014,73265,Diesel,Automatic,White,1998 cc
697,Hyundai,Creta SX 1.6 CRDi,200000,2019,47000,Diesel,Manual,White,1582 cc
698,Maruti Suzuki,Ertiga VDI SHVS,140000,2017,42000,Diesel,Manual,White,1248 cc
699,Mercedes-Benz,GLA 200 CDI Sport,140000,2017,25000,Diesel,Automatic,White,2143 cc
700,Hyundai,Sonata 2.0 CRDi,80000,2009,140000,Diesel,Manual,Silver,1991 cc
701,Maruti Suzuki,DZire VXi AMT,140000,2018,68818,Petrol,Automatic,Silver,1197 cc
702,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2018,57000,Diesel,Automatic,Grey,2755 cc
703,Honda,Amaze 1.5 VX CVT Diesel,200000,2020,39000,Diesel,Automatic,White,1498 cc
704,Toyota,Innova ZX 2.7 AT 7 STR,200000,2022,12050,Petrol,Automatic,Black,2694 cc
705,Honda,Jazz VX Petrol,140000,2017,24100,Petrol,Manual,Silver,1199 cc
706,Ford,Aspire Titanium 1.2 Ti-VCT,140000,2017,23000,Petrol,Manual,White,1196 cc
707,Maruti Suzuki,Swift VDi,80000,2009,185000,Diesel,Manual,Grey,1248 cc
708,Maruti Suzuki,Ciaz Delta 1.5 Diesel,200000,2019,76000,Diesel,Manual,White,1498 cc
709,Maruti Suzuki,Celerio VXi,200000,2020,47000,Petrol,Manual,White,998 cc
710,Toyota,Urban Cruiser Premium Grade AT,200000,2021,1910,Petrol,Automatic,White,1462 cc
711,Hyundai,Creta E Plus 1.4 CRDI,200000,2019,23000,Diesel,Manual,Orange,1396 cc
712,Audi,A3 35 TDI Premium Plus,200000,2020,36978,Diesel,Automatic,Blue,1968 cc
713,Mahindra,XUV500 W8 AWD [2015-2017],140000,2016,33000,Diesel,Manual,White,2179 cc
714,Hyundai,i10 1.1L iRDE ERA Special Edition,140000,2012,18954,Petrol,Manual,White,1086 cc
715,Hyundai,Verna Fluidic 1.6 VTVT SX AT,140000,2015,58200,Petrol,Automatic,Silver,1591 cc
716,Mahindra,Bolero Power Plus ZLX [2016-2019],140000,2018,83000,Diesel,Manual,White,1493 cc
717,Hyundai,Elite i20 Asta 1.4 (O) CRDi,140000,2016,80000,Diesel,Manual,White,1396 cc
718,Audi,A4 2.0 TDI (177bhp) Premium,80000,2011,75000,Diesel,Automatic,Silver,1968 cc
719,Audi,A3 35 TDI Premium,140000,2017,64000,Diesel,Automatic,Blue,1968 cc
720,Skoda,Rapid Ambition 1.6 TDI CR MT,140000,2016,117048,Diesel,Manual,Silver,1598 cc
721,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,140000,2017,47000,Petrol,Manual,Silver,1197 cc
722,Audi,A3 40 TFSI Premium Plus + sunroof,140000,2018,43290,Petrol,Automatic,Blue,1798 cc
723,Honda,Brio E MT,140000,2013,70000,Petrol,Manual,Grey,No_info
724,Mercedes-Benz,C-Class C 220 CDI Avantgarde,140000,2016,7000,Diesel,Automatic,White,2143 cc
725,Mahindra,Scorpio S10,140000,2016,150000,Diesel,Manual,White,2179 cc
726,Toyota,Fortuner 3.0 4x2 AT,140000,2013,125000,Diesel,Automatic,White,2982 cc
727,Mercedes-Benz,E-Class E 350 d Exclusive [2017-2019],200000,2019,42079,Diesel,Automatic,Silver,2987 cc
728,Jaguar,XF 3.0 V6 Premium Luxury,140000,2015,62645,Diesel,Automatic,Bronze,No_info
729,Audi,A6 2.0 TDI Premium,140000,2014,69000,Diesel,Automatic,Blue,1968 cc
730,Jaguar,XF R 5.0 V8 Supercharged,80000,2011,70662,Petrol,Automatic,Grey,No_info
731,Mitsubishi,Pajero SFX 2.8,80000,2011,40000,Diesel,Manual,White,2835 cc
732,Toyota,Etios G,80000,2011,101347,Petrol,Manual,Red,1496 cc
733,Mahindra,Marazzo M6 Plus 8 STR,200000,2021,36700,Diesel,Manual,White,1497 cc
734,Audi,A6 3.0 TDI quattro Premium,140000,2012,240000,Diesel,Automatic,White,2967 cc
735,Audi,A3 35 TDI Premium,140000,2014,76529,Diesel,Automatic,Blue,1968 cc
736,Toyota,Innova 2.5 VX 7 STR BS-III,140000,2014,85000,Diesel,Manual,Silver,2494 cc
737,Nissan,Terrano XL D Plus,140000,2016,99000,Diesel,Manual,White,1461 cc
738,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],140000,2014,37959,Petrol,Automatic,White,1197 cc
739,Toyota,Fortuner 2.8 4x4 AT [2016-2020],200000,2021,60000,Diesel,Automatic,White,2755 cc
740,Datsun,Go T (O),140000,2017,27000,Petrol,Manual,Silver,1198 cc
741,Chevrolet,Cruze LTZ,80000,2011,75000,Diesel,Manual,Purple,1991 cc
742,Hyundai,Creta SX 1.4 Turbo 7 DCT,200000,2022,1300,Petrol,Automatic,Black,1353 cc
743,BMW,X5 xDrive30d xLine,200000,2020,21696,Diesel,Automatic,Blue,2993 cc
744,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],200000,2019,33000,Diesel,Automatic,Beige,1950 cc
745,Volvo,V40 D3 R-Design,140000,2016,6000,Diesel,Automatic,Red,1984 cc
746,Hyundai,Santro Sportz AMT [2018-2020],200000,2019,19000,Petrol,Automatic,Gold,1086 cc
747,Honda,City V,200000,2019,58618,Petrol,Manual,Grey,1497 cc
748,MINI,Cooper S,140000,2017,10500,Petrol,Automatic,Black,1998 cc
749,Mahindra,TUV300 T6 Plus,200000,2019,85641,Diesel,Manual,White,1493 cc
750,Renault,Kwid 1.0 RXT AMT Opt,200000,2020,41669,Petrol,Automatic,Others,999 cc
751,Mercedes-Benz,GLE 300d 4MATIC LWB,200000,2022,10000,Diesel,Automatic,Blue,1950 cc
752,Hyundai,Creta 1.6 SX,140000,2018,36000,Diesel,Manual,Grey,1582 cc
753,Maruti Suzuki,DZire ZXi,140000,2018,31000,Petrol,Manual,Grey,1197 cc
754,BMW,X1 sDrive20d xLine,200000,2020,37180,Diesel,Automatic,White,1995 cc
755,Mahindra,Thar LX 4-STR Hard Top Diesel AT,200000,2021,14000,Diesel,Automatic,Black,2184 cc
756,Tata,Tiago Revotron XZ,140000,2018,53512,Petrol,Manual,Orange,1199 cc
757,Mercedes-Benz,C-Class 220 CDI AT,200000,2022,4600,Diesel,Automatic,White,2148 cc
758,MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,200000,2021,40000,Diesel,Automatic,Silver,1996 cc
759,Hyundai,Elite i20 Sportz 1.4,140000,2015,65000,Diesel,Manual,White,1396 cc
760,BMW,X1 sDrive20d xLine,200000,2019,32963,Diesel,Automatic,Black,1995 cc
761,Mercedes-Benz,E-Class E220 CDI Blue Efficiency,140000,2012,101000,Diesel,Automatic,Brown,2143 cc
762,Renault,Kwid 1.0 RXT Edition,140000,2018,14000,Petrol,Manual,Green,999 cc
763,Maruti Suzuki,Vitara Brezza ZDi,140000,2018,50500,Diesel,Manual,Blue,1248 cc
764,Maruti Suzuki,Swift ZDi Plus,200000,2019,80849,Diesel,Manual,White,1248 cc
765,Audi,A6 2.0 TDI Premium Plus,140000,2014,19868,Diesel,Automatic,White,1968 cc
766,Honda,City VX CVT,140000,2016,45000,Petrol,Automatic,White,1497 cc
767,Hyundai,Santro Magna [2018-2020],200000,2019,30858,Petrol,Manual,Silver,1086 cc
768,Mahindra,Scorpio S11 2WD 7 STR,140000,2018,56500,Diesel,Manual,Black,2179 cc
769,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],200000,2020,37003,Petrol,Manual,Grey,1197 cc
770,Honda,City ZX Diesel,200000,2021,11000,Diesel,Manual,White,1498 cc
771,Maruti Suzuki,Baleno Sigma 1.2,140000,2016,53000,Petrol,Manual,White,1197 cc
772,BMW,3-Series 320d Luxury Line,140000,2018,75000,Diesel,Automatic,White,1995 cc
773,Mercedes-Benz,E-Class E350 CDI Avantgarde,80000,2010,120000,Diesel,Automatic,Silver,2987 cc
774,Audi,Q3 2.0 TDI quattro Premium,140000,2013,44087,Diesel,Automatic,White,1968 cc
775,BMW,X5 xDrive 30d,140000,2016,39000,Diesel,Automatic,White,2993 cc
776,Mercedes-Benz,E-Class E250 CDI Avantgarde,140000,2014,59000,Diesel,Automatic,Brown,2143 cc
777,Audi,Q7 45 TDI Premium Plus,140000,2017,45000,Diesel,Automatic,White,2967 cc
778,Nissan,Sunny XV Diesel,140000,2013,92000,Diesel,Manual,Grey,1461 cc
779,Ford,Ecosport Titanium 1.5L Ti-VCT,200000,2019,48422,Petrol,Manual,Blue,1497 cc
780,BMW,3-Series 320d Luxury Line,200000,2019,29000,Diesel,Automatic,Blue,1995 cc
781,Mahindra,Thar LX 4-STR Hard Top Diesel MT,200000,2021,37500,Diesel,Manual,Brown,2184 cc
782,Maruti Suzuki,Baleno Delta 1.2,140000,2018,62000,Petrol,Manual,Silver,1197 cc
783,Audi,A4 30 TFSI Premium Plus,200000,2020,17000,Petrol,Automatic,White,1395 cc
784,Maruti Suzuki,Ertiga VXI CNG,140000,2017,76642,CNG,Manual,Silver,1373 cc
785,Hyundai,Creta SX 1.6 (O) Petrol,200000,2019,44000,Petrol,Manual,Grey,1591 cc
786,Porsche,718 Boxster,140000,2018,20000,Petrol,Automatic,Yellow,1988 cc
787,BMW,3-Series 320d Luxury Line,140000,2013,102000,Diesel,Automatic,White,1995 cc
788,Hyundai,Creta SX 1.5 Diesel [2020-2022],200000,2022,9000,Diesel,Manual,Black,1493 cc
789,Mahindra,XUV500 W6 2013,140000,2013,135000,Diesel,Manual,Black,2179 cc
790,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],200000,2020,14500,Diesel,Automatic,Silver,1950 cc
791,Maruti Suzuki,DZire VXi AMT,200000,2019,31552,Petrol,Automatic,Brown,1197 cc
792,Maruti Suzuki,Wagon R VXI+ AMT,140000,2016,70000,Petrol,Automatic,Grey,998 cc
793,Honda,Brio E MT,140000,2016,35134,Petrol,Manual,Silver,1198 cc
794,Land Rover,Range Rover Sport SDV6 SE,140000,2016,45000,Diesel,Automatic,White,2993 cc
795,Mercedes-Benz,GLE 300d 4MATIC LWB,200000,2020,18000,Diesel,Automatic,Bronze,1950 cc
796,Maruti Suzuki,Swift ZXi AMT [2018-2019],140000,2018,8000,Petrol,Automatic,Blue,1197 cc
797,Hyundai,Creta 1.6 SX (O),140000,2016,62125,Diesel,Manual,White,1582 cc
798,Land Rover,Discovery Sport HSE Luxury,140000,2016,78000,Diesel,Automatic,Red,1999 cc
799,Hyundai,i20 Active 1.2 SX,140000,2018,64300,Petrol,Manual,Brown,1197 cc
800,Tata,Safari XZ Plus,200000,2021,28000,Diesel,Manual,White,1956 cc
801,Skoda,Octavia 1.8 TSI Ambition Plus AT,140000,2017,28600,Petrol,Automatic,Grey,1798 cc
802,Audi,A6 35 TDI Matrix,140000,2015,69500,Diesel,Automatic,White,1968 cc
803,Hyundai,Creta SX 1.6 CRDI,140000,2017,70000,Diesel,Manual,White,1582 cc
804,Mahindra,Thar CRDe 4x4 AC,140000,2018,24000,Diesel,Manual,White,2498 cc
805,Audi,Q3 2.0 TDI quattro Premium,140000,2012,69500,Diesel,Automatic,Blue,1968 cc
806,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],200000,2019,25500,Diesel,Manual,Silver,1248 cc
807,Maruti Suzuki,Ciaz Zeta 1.4 AT,140000,2017,20000,Petrol,Automatic,Blue,1373 cc
808,Mercedes-Benz,GLA 200 CDI Sport,140000,2016,55000,Diesel,Automatic,White,2143 cc
809,Maruti Suzuki,Eeco 5 STR WITH HTR CNG [2018-2019],200000,2021,8640,CNG,Manual,White,1196 cc
810,Hyundai,i20 Sportz 1.2 (O),140000,2013,80500,Petrol,Manual,White,No_info
811,Jaguar,XJ 3.0 Petrol,140000,2013,65000,Petrol,Automatic,White,2995 cc
812,Mercedes-Benz,E-Class E 220 d Avantgarde,200000,2019,5750,Diesel,Automatic,White,1950 cc
813,Volkswagen,Polo Highline1.2L (P),140000,2015,50000,Petrol,Manual,White,1198 cc
814,BMW,7-Series 730Ld DPE,140000,2017,28000,Diesel,Automatic,White,2993 cc
815,Hyundai,i20 Magna 1.2,80000,2011,75431,Petrol,Manual,Grey,No_info
816,Renault,Kwid 1.0 RXT [2016-2019],140000,2017,43000,Petrol,Manual,Grey,999 cc
